Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,122.688,9,0.2,39.8736,0.325
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,295.456,14,0.2,96.0232,0.325
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,6.264,3,0.2,2.0358,0.325
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.808,1,0.2,1.2376,0.325
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,24.424,1,0.2,7.9378,0.325
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,0.325
Same Day,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,209.6,5,0.2,68.12,0.325
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,35.232,3,0.2,11.4504,0.325
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,54.816,3,0.2,17.8152,0.325
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,11.52,4,0.2,3.744,0.325
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,69.456,2,0.2,22.5732,0.325
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,24.424,1,0.2,7.9378,0.325
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,122.12,5,0.2,39.689,0.325
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384,0.325
First Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,97.696,4,0.2,31.7512,0.325
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756,0.325
Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,8.288,2,0.2,2.6936,0.325
Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,0.325
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,10.776,3,0.2,3.5022,0.325
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,334.768,7,0.2,108.7996,0.325
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,1087.936,8,0.2,353.5792,0.325
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,125.76,3,0.2,40.872,0.325
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,0.325
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,10.776,3,0.2,3.5022,0.325
Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,17.088,4,0.2,5.5536,0.325
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,6.672,3,0.2,2.1684,0.325
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,127.904,7,0.2,41.5688,0.325
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,271.984,2,0.2,88.3948,0.325
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,42.208,2,0.2,13.7176,0.325
Second Class,Home Office,United States,Seattle,Washington,98115,West,Technology,Machines,11.56,1,0.2,3.757,0.325
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,3.984,1,0.2,1.2948,0.325
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,63.312,3,0.2,20.5764,0.325
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,48.64,2,0.2,15.808,0.325
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,23.904,6,0.2,7.7688,0.325
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,0.325
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,91.36,5,0.2,29.692,0.325
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,22.72,4,0.2,7.384,0.325
Standard Class,Corporate,United States,Irving,Texas,75061,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,0.325
Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,16.52,5,0.2,5.369,0.325
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.368,4,0.2,5.9696,0.325
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,15.696,3,0.2,5.1012,0.325
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,11.424,1,0.2,3.7128,0.325
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,0.2,3.5152,0.325
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,18.432,8,0.2,5.9904,0.325
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,15.696,3,0.2,5.1012,0.325
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,0.325
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,18.48,2,0.2,6.006,0.325
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,126.624,6,0.2,41.1528,0.325
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,6.264,3,0.2,2.0358,0.325
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Labels,45.36,9,0.2,14.742,0.325
Second Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.12,5,0.2,4.914,0.325
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,91.392,8,0.2,29.7024,0.325
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,5.104,1,0.2,1.6588,0.325
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.5754,0.325
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,50.112,6,0.2,16.2864,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,24.4,2,0.2,7.93,0.325
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,276.784,2,0.2,89.9548,0.325
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,5.08,1,0.2,1.651,0.325
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Labels,146.544,6,0.2,47.6268,0.325
Second Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,22.848,2,0.2,7.4256,0.325
Second Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Art,36.96,4,0.2,12.012,0.325
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,14.76,5,0.2,4.797,0.325
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Office Supplies,Binders,39.92,2,0.2,12.974,0.325
First Class,Consumer,United States,Garland,Texas,75043,Central,Office Supplies,Labels,10.44,5,0.2,3.393,0.325
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,15.12,3,0.2,4.914,0.325
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856,0.325
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.128,3,0.2,4.2666,0.325
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968,0.325
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,27.264,2,0.2,8.8608,0.325
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,9.296,2,0.2,3.0212,0.325
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,36.024,3,0.2,11.7078,0.325
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,0.325
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.72,4,0.2,7.384,0.325
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Fasteners,8.376,3,0.2,2.7222,0.325
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.538,0.325
First Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Labels,16.52,5,0.2,5.369,0.325
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,84.416,4,0.2,27.4352,0.325
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,7.968,2,0.2,2.5896,0.325
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Technology,Copiers,959.984,2,0.2,311.9948,0.325
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,0.325
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,0.325
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Labels,15.936,4,0.2,5.1792,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,55.44,11,0.2,18.018,0.325
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,81.792,6,0.2,26.5824,0.325
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Phones,39.96,5,0.2,12.987,0.325
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,11.568,3,0.2,3.7596,0.325
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,46.44,3,0.2,15.093,0.325
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,10.584,3,0.2,3.4398,0.325
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,91.36,5,0.2,29.692,0.325
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3,0.2,4.4772,0.325
Second Class,Corporate,United States,Reading,Pennsylvania,19601,East,Furniture,Furnishings,23.968,2,0.2,7.7896,0.325
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732,0.325
First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,0.325
Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Office Supplies,Binders,20.416,4,0.2,6.6352,0.325
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,0.325
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,312.552,9,0.2,101.5794,0.325
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,83.84,2,0.2,27.248,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,0.325
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,686.32,2,0.2,223.054,0.32499999999999996
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,2.088,1,0.2,0.6786,0.32499999999999996
Standard Class,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,968.744,7,0.2,314.8418,0.32499999999999996
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Labels,27.888,7,0.2,9.0636,0.32499999999999996
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.928,4,0.2,6.8016,0.32499999999999996
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,13.904,2,0.2,4.5188,0.32499999999999996
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,53.984,14,0.2,17.5448,0.32499999999999996
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,13.904,2,0.2,4.5188,0.32499999999999996
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,39.872,2,0.2,12.9584,0.32499999999999996
Second Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,9.912,3,0.2,3.2214,0.32499999999999996
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,14.352,3,0.2,4.6644,0.32499999999999996
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,0.32499999999999996
Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,679.96,5,0.2,220.987,0.32499999999999996
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,12.816,3,0.2,4.1652,0.32499999999999996
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13.904,2,0.2,4.5188,0.32499999999999996
Standard Class,Corporate,United States,Portland,Oregon,97206,West,Office Supplies,Paper,105.52,5,0.2,34.294,0.32499999999999996
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,48.664,7,0.2,15.8158,0.32499999999999996
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,30.96,2,0.2,10.062,0.32499999999999996
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,5.232,1,0.2,1.7004,0.32499999999999996
Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,9.432,3,0.2,3.0654,0.32499999999999996
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,0.32499999999999996
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,0.32499999999999996
First Class,Consumer,United States,Delray Beach,Florida,33445,South,Office Supplies,Labels,9.912,3,0.2,3.2214,0.32499999999999996
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,0.32499999999999996
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428,0.32499999999999996
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895,0.32499999999999996
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,17.472,3,0.2,5.6784,0.32499999999999996
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,4.6644,0.32499999999999996
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,13.944,3,0.2,4.5318,0.32499999999999996
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,17.472,3,0.2,5.6784,0.32499999999999996
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,14.304,6,0.2,4.6488,0.32499999999999996
Standard Class,Home Office,United States,Burbank,California,91505,West,Technology,Machines,1279.968,4,0.2,415.9896,0.32499999999999996
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,13.272,3,0.2,4.3134,0.32499999999999996
Same Day,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Envelopes,59.752,7,0.2,19.4194,0.32499999999999996
